0 2300607 2794 0 0
2 3334628 2925 0 0
2 4519827 2846 0 0
0 5757835 2896 0 0
2 5757835 2800 0 0
2 5814028 2847 0 0
0 8295630 2729 0 0
0 8304476 2761 0 0
0 10019170 2807 0 0
2 10019169 2891 0 0
0 10575039 2735 0 0
2 11230859 2782 0 0
2 11793392 2606 0 0
2 12310686 2793 0 0
0 13800300 2611 0 0
2 13800299 2915 0 0
2 14272229 2774 0 0
2 15150584 2917 0 0
0 18127667 2761 0 0
0 18179117 3044 0 0
0 18756234 2656 0 0
0 18919677 2689 0 0
2 19210888 2841 0 0
2 21599384 2869 0 0
2 22312189 2836 0 0
2 23314667 2944 1 0
2 24961444 2698 0 0
2 25391114 2805 0 0
2 27171834 2865 0 0
0 29323813 2841 0 0
2 29903987 2875 0 0
0 30031789 2784 0 0
2 30031788 2764 0 0
2 31179557 2850 0 0
0 33496076 2703 0 0
2 33496076 2813 0 0
0 35983323 2776 0 0
2 36726570 2727 0 0
2 36729437 3035 0 0
2 38027426 2835 0 0
2 39117240 2797 0 0
0 40535924 2426 0 0
2 40535924 2816 0 0
0 42194086 2759 0 0
0 43821404 2699 0 0
2 43821404 2880 0 0
2 44644853 2812 0 0
0 45576915 2826 0 0
2 46302181 2802 0 0
2 46451802 2865 0 0
2 46661692 2769 0 0
2 47358904 2797 0 0
2 48013695 2814 0 0
0 50115260 2535 0 0
2 50212631 2649 0 0
0 50306616 2705 0 0
0 50423892 2696 0 0
2 50423893 2769 0 0
2 50964157 2782 0 0
2 51151865 2800 0 0
2 51302741 2727 0 0
0 51615119 2691 0 0
2 51615118 3114 0 0
0 52379689 2721 0 0
2 52379688 2867 0 0
2 53207138 2817 0 0
0 54007414 2803 0 0
0 54344479 2464 0 0
2 56727450 2958 0 0
0 58740896 2781 0 0
2 58740896 2975 0 0
0 59316162 2635 0 0
2 59337014 2797 0 0
0 59495979 3138 0 0
2 59495979 3074 0 0
2 59789573 2776 0 0
2 59970567 2738 0 0
0 60840538 2696 0 0
0 61188304 2705 0 0
2 61188304 2830 0 0
2 62997222 2839 0 0
0 63053321 2873 0 0
0 63693804 2769 0 0
0 64592461 2613 0 0
0 65947132 2650 0 0
2 65947132 2948 0 0
2 66294871 2823 0 0
