0 52646 6684 0 0
0 779517 7148 0 0
2 1416260 1161 0 0
2 1646531 7302 0 0
2 1771599 304 0 0
2 1860564 2477 0 0
0 2147146 861 0 0
2 3072271 2710 0 0
0 3107175 333 0 0
2 3107180 852 0 0
0 3123556 5000 0 0
0 3165762 1901 0 0
2 3165766 2853 0 0
0 3591590 212 0 0
0 3801600 965 0 0
0 3989749 541 0 0
0 4104176 1479 0 0
0 4296375 2451 0 0
2 4296378 2271 0 0
0 4450381 2721 0 0
0 4770835 2863 0 0
0 4837060 639 0 0
2 5062047 1550 0 0
2 5183698 2842 0 0
0 5634444 138 0 0
0 5939430 2826 0 0
2 5939433 2865 0 0
2 6494555 1877 0 0
2 6582841 1850 0 0
0 6941828 2853 0 0
2 7987240 1038 0 0
2 8421646 858 0 0
0 8590106 447 0 0
2 9586171 704 0 0
2 9649634 6634 0 0
0 9790301 3649 0 0
0 10044136 641 0 0
0 10062745 514 0 0
2 10062749 2747 0 0
0 10189508 1343 0 0
2 10707785 4190 0 0
2 10817378 1534 0 0
2 11022426 1502 0 0
0 11249520 2663 0 0
2 11249522 2749 0 0
0 11706178 1021 0 0
2 11706183 227 0 0
0 11772257 2828 0 0
2 11772259 790 0 0
0 11892984 2843 0 0
2 11892986 2930 0 0
0 12003127 2798 0 0
0 12280768 1471 0 0
2 12280771 2753 0 0
2 12326576 868 0 0
0 12477087 1313 0 0
0 12818319 1233 0 0
0 13430175 2513 0 0
2 13430178 2910 0 0
0 13487571 5560 0 0
0 13688619 799 0 0
0 13705695 2677 0 0
0 13818454 5500 0 0
0 13892024 3752 0 0
2 13892028 2828 0 0
2 14260096 756 0 0
0 14390598 844 0 0
0 15109847 7952 0 0
2 15154626 4275 0 0
0 15201999 2755 0 0
2 15202000 2935 0 0
2 15208127 1917 0 0
2 15942052 1316 0 0
0 16018273 2283 0 0
2 16018276 2819 0 0
0 16234518 2736 0 0
2 16848797 4899 0 0
0 17023179 1105 0 0
2 17023181 1587 0 0
0 17197423 2749 0 0
2 17330684 1155 0 0
0 17460350 2728 0 0
2 17548704 2850 0 0
0 17893083 6476 0 0
2 18321553 2972 0 0
2 18619602 529 0 0
0 18766434 872 0 0
0 19111261 2713 0 0
0 19546374 2695 0 0
2 19546377 3001 0 0
2 19566717 1731 0 0
2 19994693 2043 0 0
0 20202023 2885 0 0
2 20202024 2828 0 0
2 20411904 2814 0 0
2 20693599 1701 0 0
2 21164822 1396 0 0
2 21469415 440 0 0
2 21527883 772 0 0
0 21665226 2428 0 0
0 21899531 1922 0 0
2 21899533 1692 0 0
0 21987693 2563 0 0
2 21987695 2861 0 0
2 23109529 3002 0 0
0 23646717 355 0 0
2 23646721 380 0 0
2 23921989 1878 0 0
2 23937176 1370 0 0
2 24147464 4880 0 0
0 24272487 575 0 0
2 24683251 1197 0 0
0 25051273 1601 0 0
0 25713710 1406 0 0
2 25770708 2691 0 0
0 25773901 508 0 0
0 25853564 2659 0 0
2 26563385 2927 0 0
0 27109232 1214 0 0
0 27491562 1095 0 0
0 27631019 1083 0 0
2 28067266 761 0 0
0 28126712 932 0 0
2 28248527 2815 0 0
0 28264969 6566 0 0
0 28419701 5364 0 0
0 28893772 2683 0 0
2 28970585 997 0 0
0 29394685 1732 0 0
2 29394688 220 0 0
0 31203514 3745 0 0
2 31376180 2474 0 0
2 31386703 1398 0 0
0 31760212 6653 0 0
0 31881665 1591 0 0
0 32304465 2554 0 0
2 32597967 1255 0 0
2 32890743 780 0 0
0 33300054 4657 0 0
0 34272767 3985 0 0
0 34682231 836 0 0
2 34931305 897 0 0
2 35223936 1613 0 0
0 35627904 2683 0 0
2 35627908 1318 0 0
0 35653789 1212 0 0
0 35994270 2578 0 0
2 36225335 166 0 0
2 36274540 1958 0 0
0 36686110 5476 0 0
0 36701325 2492 0 0
2 36701329 3264 0 0
2 38401687 518 0 0
0 38458413 4977 0 0
2 38574643 3545 0 0
0 39632747 2783 0 0
2 40502853 355 0 0
0 41452465 4637 0 0
2 42028656 3018 0 0
2 42071662 1643 0 0
0 42331401 1027 0 0
2 42331405 2902 0 0
0 42378634 2233 0 0
2 42910871 1457 0 0
0 42933763 1002 0 0
0 43882838 3275 0 0
2 43882842 2955 0 0
0 43917629 2775 0 0
2 43917631 2911 0 0
0 44088647 2659 0 0
2 44210593 4147 0 0
0 44214945 1572 0 0
0 44265766 772 0 0
0 44374059 2714 0 0
2 44374061 2752 0 0
0 44829762 2703 0 0
2 44829764 2807 0 0
2 44886451 414 0 0
2 44888158 2874 0 0
0 45031051 2563 0 0
2 45213145 713 0 0
0 45439296 1202 0 0
2 45439300 622 0 0
0 45738137 2615 0 0
0 45864870 3029 0 0
2 45864874 3281 0 0
0 45882075 2048 0 0
0 45884876 7631 0 0
0 45902217 2703 0 0
2 45928950 1555 0 0
2 45945593 2789 0 0
2 45989306 904 0 0
2 46054052 797 0 0
0 46078660 1550 0 0
2 46119878 2745 0 0
0 46569242 820 0 0
0 46719799 1952 0 0
0 47247755 2678 0 0
