2 75890 2117 0 0
0 1399446 465 0 0
0 2457375 1792 0 0
0 2579846 3356 0 0
2 3379291 703 0 0
0 4378048 1119 0 0
0 5712939 1865 0 0
2 5969904 809 0 0
2 5972310 512 0 0
2 6570653 5728 0 0
2 6606851 16383 0 0
2 7903630 2793 1 0
0 7968708 933 0 0
2 8192121 677 0 0
0 8733085 1469 0 0
2 9502693 1192 0 0
2 10101097 713 0 0
0 10447827 498 0 0
2 10559020 4607 0 0
2 11918992 2647 0 0
0 12033121 828 0 0
2 12864738 3417 0 0
0 12958645 1340 0 0
0 13454695 2983 0 0
0 14720870 746 0 0
2 15530717 593 0 0
2 17107881 4754 0 0
0 17117959 2689 0 0
2 17117959 2879 0 0
2 17282049 3426 0 0
0 19585778 446 0 0
2 20342261 962 0 0
0 21629062 467 0 0
0 22015401 1740 0 0
0 22512972 1458 0 0
2 23939928 833 0 0
0 28358601 831 0 0
2 28464944 4365 0 0
0 28961210 946 0 0
2 30327093 7787 0 0
0 30448291 2208 0 0
2 31387894 3357 0 0
0 32463038 997 0 0
0 32569248 2541 0 0
0 34346716 1687 0 0
0 34548129 898 0 0
0 34782497 837 0 0
2 36980451 1740 0 0
0 37094730 1978 0 0
0 37807543 4316 0 0
0 38308936 493 0 0
2 38407596 3577 0 0
0 40036900 1351 0 0
2 40389819 1389 0 0
2 42408015 355 0 0
0 42912158 5605 0 0
0 43062230 2211 0 0
2 43323851 640 0 0
0 43389874 417 0 0
0 45553300 1061 0 0
0 45772819 2711 0 0
0 45876501 2455 0 0
0 46832521 1109 0 0
2 48111940 2780 0 0
2 48688798 345 0 0
2 49212112 162 0 0
0 49526006 2460 0 0
2 50226493 3385 0 0
2 51023419 439 0 0
0 51282423 3860 0 0
2 52194692 1646 0 0
2 57466275 772 0 0
2 57567976 428 0 0
2 57636996 164 0 0
0 60187704 1327 0 0
0 60812599 1879 0 0
2 61015452 6667 0 0
0 61215082 4286 0 0
0 61298183 1649 0 0
2 61710837 713 0 0
0 63124286 501 0 0
2 64408066 1686 0 0
0 65723766 2664 0 0
0 69678237 485 0 0
0 70275558 682 0 0
2 70414029 2087 0 0
2 70486719 6634 0 0
0 70511800 4066 0 0
0 70769593 166 0 0
2 70917697 526 0 0
2 71683770 2113 0 0
0 72324797 1274 0 0
0 73472900 2063 0 0
0 74608606 431 0 0
0 74611571 3209 0 0
2 74739727 669 0 0
2 76023885 1160 0 0
0 78431148 1805 0 0
0 80067318 1418 0 0
2 80449160 2392 0 0
2 80753707 433 0 0
2 81005799 442 0 0
0 81641797 1676 0 0
2 81898859 1284 0 0
2 82606557 577 0 0
0 82774324 1702 0 0
0 83123352 1172 0 0
2 83238761 233 0 0
0 83283206 1227 0 0
0 83312656 527 0 0
0 85879606 776 0 0
2 85879606 981 0 0
0 85987518 395 0 0
0 86824521 1383 0 0
0 89031080 589 0 0
0 90639645 1420 0 0
2 90823409 391 0 0
2 92292859 2737 0 0
0 93297193 1128 0 0
0 94491654 2724 0 0
2 94804412 473 0 0
2 94876867 1129 0 0
2 94890639 309 0 0
2 96622183 565 0 0
2 97197593 329 0 0
2 98316063 1080 0 0
2 98482250 801 0 0
2 99400057 884 0 0
0 99552920 8757 0 0
0 99688059 1132 0 0
0 99841809 831 0 0
0 100627010 558 0 0
2 100856113 1526 0 0
2 102446810 2783 0 0
2 105296531 1100 0 0
0 105421547 412 0 0
2 105511407 3524 0 0
2 109823005 505 0 0
0 109924894 6638 0 0
2 110421241 1259 0 0
2 110873401 613 0 0
0 111137035 446 0 0
2 112586665 1027 0 0
0 113659359 350 0 0
2 116148409 1953 0 0
2 116489009 417 0 0
2 116820415 974 0 0
0 118611980 1209 0 0
2 118847438 2657 0 0
2 119413823 270 0 0
2 119583460 187 0 0
2 120925933 2718 0 0
2 121851759 433 0 0
0 124294232 617 0 0
2 124373513 566 0 0
0 124684369 522 0 0
0 127802742 2683 0 0
0 128668531 425 0 0
0 130458721 344 0 0
2 130595035 1004 0 0
2 134251915 142 0 0
2 135108558 885 0 0
0 135287411 1504 0 0
0 136877147 595 0 0
2 137007239 3647 0 0
0 137247172 373 0 0
2 140828597 2867 0 0
2 141742484 262 0 0
2 143880071 1263 0 0
2 143885799 2813 0 0
0 144892485 589 0 0
0 145178632 1029 0 0
0 145418589 997 0 0
0 147125817 910 0 0
2 147215021 1348 0 0
2 147675399 4471 0 0
2 147833623 3827 0 0
2 148499746 1571 0 0
2 148930107 1277 0 0
0 149781654 1166 0 0
2 150319981 3762 0 0
